file;sent_id;source;cue;content;polarity;sent_text;negation;certainty;negation_NLTK;group;centroid
Fox-News_20161029T114432;63;no scientific evidence ;support ;the idea ;negative;Experts say there is no scientific evidence to support the idea .;Confirm;certain;Confirm;2;others for every little thing 
Fox-News_20161029T114432;86;Experts ;advise ;that all adults and adolescents should receive the Tdap vaccine ;positive;Experts advise that all adults and adolescents should receive the Tdap vaccine , which protects against pertussis , along with tetanus and diphtheria .;Confirm;certain;Confirm;10;when they may get chickenpox vaccine 
Fox-News_20161029T114432;89;Pickering ;according to ;Most of the states have some requirements ;positive;Most of the states have some requirements , according to Pickering .;Confirm;certain;Confirm;7;that there is no increased risk for these concerns 
Fox-News_20161029T114432;116;Doctors ;Recommend ;That Pregnant Women Get Vaccines ;positive;Do Doctors Recommend That Pregnant Women Get Vaccines ?;Confirm;uncertain;Confirm;13;to get their children vaccinated 
Gizmodo_20170914T094139;6;I ;think ;x causes y ;positive;It means you have a hypothesis ( “ I think x causes y ” ) , which you need to test in order to rule out all of the other possible factors .;Confirm;certain;Confirm;1;vaccines can cause autism 
Gizmodo_20170914T094139;13;scientists ;angry ;about this study ;negative;The reason scientists are angry about this study goes beyond wasted research dollars .;Confirm;certain;Confirm;7;that there is no increased risk for these concerns 
Gizmodo_20170914T094139;14;recipients of the HPV vaccine ;reported ;strange side effects ;positive;Prior to its publication , recipients of the HPV vaccine reported strange side effects , from fatigue to walking difficulties .;Confirm;certain;Confirm;3;it was like I was a completely different baby afterwards 
Gizmodo_20170914T094139;19;the public ;concerned ;that two things correlate ;positive;But when the public gets concerned that two things correlate , it ’s up to the scientists to develop non-biased , realistic experiments that either prove or disprove cause-and-effect .;Confirm;certain;Confirm;2;others for every little thing 
Global-Freedom-Movement_20170830T214655;1;that ;question ;the safety of vaccines ;positive;Within the “ vaccine firestorm ” that has taken centrestage of late , voracious reporters have vehemently sought to demonise the filmmakers that dare to question the safety of vaccines .;Confirm;certain;Confirm;9;about his vaccines 
Global-Freedom-Movement_20170830T214655;40;I ;suppose ;it âs one of our great human flaws ;negative;I suppose it ’s one of our great human flaws .;Confirm;certain;Confirm;2;others for every little thing 
Global-Freedom-Movement_20170830T214655;46;he ;claims ;much of which destroyed by the CDC ;positive;In the case of the possible link between vaccines and autism we have a new witness in the courageous CDC whistleblower , Dr. William Thompson , and we have new forensic evidence in the documents and data that he has provided us , much of which he claims was destroyed by the CDC .;Confirm;certain;Confirm;6;the quick response prevented the outbreak from getting worse 
Global-Freedom-Movement_20170830T214655;49;we ;we ;the questions citizens of the world should be asking ;positive;As journalists and filmmakers we can only reveal information as it is discovered and ask the questions we believe the citizens of the world should be asking .;Confirm;uncertain;Confirm;4;the questions citizens of the world should be asking 
Global-Freedom-Movement_20170830T214655;50;Much of the mainstream media ;warning ;not to see it ;positive;Much of the mainstream media have come out against this film warning people not to see it because it asks uncomfortable questions about the safety of the MMR vaccine .;Deny;certain;Deny;5;you go see it if you can 
Global-Freedom-Movement_20170830T214655;51;I ;fear ;for the health of our democracy ;negative;If we can not ask important questions about the safety of a vaccine then I fear for more than the health of our children , I fear for the health of our democracy .;Confirm;uncertain;Deny;1;vaccines can cause autism 
Global-Freedom-Movement_20170830T214655;62;the CDC ;knew ;that MMR vaccines are linked to autism ;positive;The facts presented will enrage you because they show how the CDC knew that MMR vaccines are linked to autism , but did everything in their power to supress that link .;Confirm;certain;Confirm;1;vaccines can cause autism 
Global-Freedom-Movement_20170830T214655;85;I ;tell ;how happy I am that you âve created this film ;negative;The NYC Movie Guru I can not tell you how happy I am that you ’ve created this film .;Confirm;uncertain;Deny;3;it was like I was a completely different baby afterwards 
Global-Freedom-Movement_20170830T214655;88;I ;decided ;not to vaccinate her as an infant ;positive;I did a lot of research 21 years ago before my daughter was born and decided not to vaccinate her as an infant .;Deny;certain;Deny;8;not to vaccinate their children at all 
Global-Freedom-Movement_20170830T214655;89;I ;know ;it was the best decision I have ever made ;positive;Even though it has been a sometimes harrowing journey , I know it was the best decision I have ever made .;Confirm;certain;Confirm;3;it was like I was a completely different baby afterwards 
Global-News_20161110T054038;1;The filmmaking team behind the documentary Vaxxed : From Cover-Up to Catastrophe ;insists ;that their movie is nât anti-vaccination ;positive;The filmmaking team behind the documentary Vaxxed : From Cover-Up to Catastrophe insists that their movie is n’t anti-vaccination , defending their project after it was pulled from the upcoming Tribeca Film Festival .;Confirm;certain;Confirm;3;it was like I was a completely different baby afterwards 
Global-News_20161110T054038;8;who ;suggested ;we bring it to Tribeca ;negative;“ I am the one who suggested we bring it to Tribeca , which I now feel very bad about , ” said Diaz .;Confirm;certain;Confirm;5;you go see it if you can 
Global-News_20161110T054038;9;The New Yorker ;comparing ;the filmmakers at this table to Leni Riefenstahl ;negative;“ The New Yorker is comparing the filmmakers at this table to Leni Riefenstahl , ” he said , referencing a Nazi film propagandist .;Confirm;certain;Confirm;3;it was like I was a completely different baby afterwards 
Global-News_20161110T054038;10;You ;think ;â Are they smoking too much ? ' ;negative;“ You think , ‘ Are they smoking too much ? ' ”;Confirm;uncertain;Confirm;2;others for every little thing 
Global-News_20161110T054038;22;Diaz ;fears ;they may have to cancel the premiere ;negative;At the press conference , Diaz said that Angelika is starting to receive angry emails and phone calls from protesters , and fears they may have to cancel the premiere .;Confirm;certain;Confirm;10;when they may get chickenpox vaccine 
Global-News_20161110T054038;25;who ;believe ;that vaccinations cause or are directly related to autism ;positive;With autism rates rising all across North America , there is a population of people who firmly believe that vaccinations cause or are directly related to autism .;Confirm;certain;Confirm;1;vaccines can cause autism 
Global-News_20161110T054038;28;you ;think ;Vaxxed is anti-vaccination or not ;negative;( You can watch the trailer , above , to see if you think Vaxxed is anti-vaccination or not , as the filmmakers claim . );Deny;uncertain;Deny;0;to how he was invited to an inaugural ball 
Health-Impact-News_20170428T192431;36;A 1995 letter from Victoria Romanus at the Swedish Institute of Infectious Disease Control ;indicated ;that deaths from whooping cough remained near zero ;positive;A 1995 letter from Victoria Romanus at the Swedish Institute of Infectious Disease Control indicated that deaths from whooping cough remained near zero .;Confirm;certain;Confirm;12;the latter seemed more like a common cold 
Health-Impact-News_20170428T192431;58;that ;claim ;there was little decrease in incidence ;positive;There are some graphs you can find on the Internet that claim there was little decrease in incidence .;Confirm;uncertain;Confirm;7;that there is no increased risk for these concerns 
Health-Impact-News_20170428T192431;65;A study from 1967 ;revealed ;that the vaccine could cause pneumonia as well as encephalopathy ;positive;A study from 1967 revealed that the vaccine could cause pneumonia as well as encephalopathy ( inflammation of the brain ) .;Confirm;certain;Confirm;1;vaccines can cause autism 
